119.07,211.9
60.28,200.82
121.63,151.4
88.4,233.2
109.7,144.59
117.39,141.46
113.96,145.44
94.36,205.93
84.14,247.68
184.68,228.09
135.26,207.64
148.9,230.64
114,140.1
116.52,207.64
142.93,207.64
119.93,222.97
122.48,196.56
137.82,221.27
106.29,157.37
107.15,208.49
98.63,188.89
162.53,197.41
119.93,225.53
110.55,142.88
54.32,219.57
159.12,215.31
47.5,228.94
111.41,152.25
73.06,211.04
113.11,143.73
79.88,178.67
105.44,149.7
64.54,227.23
154.01,245.98
119.07,159.07
162.53,226.38
118.22,146.29
96.07,205.08