3.294669,-91.81202
-66.65376,-79.43487
7.295144,-20.97046
-33.60636,-116.4407
-6.36218,-12.6821
0.9986753,-8.021818
-3.424766,-13.76895
-27.51935,-83.92744
-38.28779,-132.661
81.09168,-111.7544
20.40686,-85.93421
37.65022,-114.8242
-3.624788,-7.225499
4.64E-15,-85.72207
30.21576,-86.85754
3.761092,-104.8098
7.155187,-73.55112
24.23141,-102.0396
-11.41924,-26.62245
-11.58306,-87.56119
-21.25663,-64.82763
54.00984,-74.43226
3.845897,-107.173
-7.042931,-9.611611
-73.8691,-100.8105
48.78652,-95.50244
-81.61089,-111.3758
-6.156831,-21.33243
-50.3341,-90.65926
-4.697201,-10.9509
-43.85331,-52.26235
-12.38702,-18.42663
-60.66485,-109.2665
43.02063,-131.2026
2.804833,-28.83204
54.9722,-107.6113
1.373796,-14.12182
-23.77035,-82.36045